trad_char,trad_freq,trad_stroke_count,trad_id,trad_unicode,simpl_char,simpl_stroke_count,english,simpl_freq,flags
繼,28491,20,A03188,7E7C,继,10,"continue",60428,['diff']
湖,28325,12,A02262,6E56,湖,12,"lake",36112,[]
欲,28313,11,A02055,6B32,欲,11,"desire, want",28856,['many-to-one']
麻,28311,11,A04764,9EBB,麻,11,"hemp",25584,[]
靠,28286,15,A04504,9760,靠,15,"rely on",42988,[]
肉,28277,6,A03288,8089,肉,6,"flesh, meat",30820,[]
松,28277,8,A01886,677E,松,8,"pine",37563,['many-to-one']
刻,28243,8,A00344,523B,刻,8,"carve",65015,[]
紀,28226,9,A03084,7D00,纪,6,"rule, eon",69045,['diff']
退,28211,10,A04130,9000,退,9,"retreat",51272,[]
既,28182,9,A01770,65E2,既,9,"since",51208,[]
含,28115,7,A00539,542B,含,7,"contain",34759,[]
判,28059,7,A00340,5224,判,7,"judge",52045,[]
釋,28042,20,A04255,91CB,释,12,"explain",42749,['diff']
皮,28034,5,A02732,76AE,皮,5,"skin, hide",49803,[]
波,27996,8,A02166,6CE2,波,8,"wave",58859,[]
承,27831,8,A01523,627F,承,8,"receive",62285,[]
射,27791,10,A01060,5C04,射,10,"shoot",53184,[]
堆,27788,11,A00778,5806,堆,11,"pile, crowd",16920,[]
莫,27786,11,A03486,83AB,莫,10,"not",34097,[]
製,27753,14,A03740,88FD,制,8,"manufacture",250754,"['diff', 'many-to-one']"
鍵,27734,17,A04321,9375,键,13,"key (keyboard)",14434,['diff']
趕,27733,14,A03997,8D95,赶,10,"hurry",36599,['diff']
旁,27695,10,A01762,65C1,旁,10,"beside",32268,[]
筆,27690,12,A02999,7B46,笔,10,"writing brush",34057,['diff']
扁,27687,9,A01491,6241,扁,9,"flat",9917,[]
註,27683,12,A03802,8A3B,注,8,"annotate",82869,"['diff', 'many-to-one']"
奏,27644,9,A00865,594F,奏,9,"play (a musical instrument)",12859,[]
樹,27496,16,A02024,6A39,树,9,"tree",54037,['diff']
律,27377,9,A01285,5F8B,律,9,"rule",77818,[]
鐵,27330,21,A04354,9435,铁,10,"iron",45798,['diff']
榮,27310,14,A01993,69AE,荣,9,"glory",31662,['diff']
昨,27059,9,A01793,6628,昨,9,"yesterday",14406,[]
毛,27053,4,A02104,6BDB,毛,4,"hair, fur",64522,[]
彩,27044,11,A01271,5F69,彩,11,"color",22982,['many-to-one']
歸,26976,18,A02075,6B78,归,5,"return",35153,['diff']
虎,26973,8,A03604,864E,虎,8,"tiger",26514,[]
罪,26900,13,A03207,7F6A,罪,13,"sin",52068,[]
皆,26852,9,A02725,7686,皆,9,"all",15357,[]
葉,26791,13,A03525,8449,叶,5,"leaf",36032,['diff']
售,26751,11,A00615,552E,售,11,"sell",25405,[]
彈,26708,15,A01261,5F48,弹,11,"pellet, bullet",63417,['diff']
衛,26635,15,A03704,885B,卫,3,"guard",58408,['diff']
施,26632,9,A01761,65BD,施,9,"carry out",73861,[]
刀,26549,2,A00328,5200,刀,2,"knife",27292,[]
塊,26543,13,A00802,584A,块,7,"chunk",44475,['diff']
漢,26469,14,A02308,6F22,汉,5,"Han Chinese",52656,['diff']
欣,26430,8,A02054,6B23,欣,8,"joy",13500,[]
布,26349,5,A01162,5E03,布,5,"cloth, promulgate",113652,['many-to-one']
賞,26279,15,A03962,8CDE,赏,12,"to appreciate",14946,['diff']
載,26261,13,A04073,8F09,载,10,"year",32456,['diff']
險,26216,16,A04445,96AA,险,9,"danger",58047,['diff']
播,26108,15,A01672,64AD,播,15,"broadcast",19327,[]
升,26085,4,A00432,5347,升,4,"liter, rise",41105,['many-to-one']
鐘,25928,20,A04349,9418,钟,9,"clock",36770,"['diff', 'many-to-one']"
寄,25925,11,A01034,5BC4,寄,11,"send",11729,[]
弄,25855,7,A01240,5F04,弄,7,"fiddle",28205,[]
付,25729,5,A00079,4ED8,付,5,"give, pay",42527,[]
構,25541,14,A01995,69CB,构,8,"structure",80364,['diff']
磁,25440,14,A02850,78C1,磁,14,"magnet",9433,[]
偉,25371,11,A00207,5049,伟,6,"great",25591,['diff']
洋,25325,9,A02185,6D0B,洋,9,"ocean",43692,[]
啟,25307,11,A01728,555F,启,7,"begin",18041,['diff']
梅,25172,11,A01947,6885,梅,11,"plum, prune",23824,[]
策,25152,12,A02998,7B56,策,12,"tactic",52394,[]
燈,25149,16,A02444,71C8,灯,6,"lamp",25401,['diff']
鬼,25145,10,A04683,9B3C,鬼,9,"ghost",28916,[]
檢,25143,17,A02035,6AA2,检,11,"check, examine",50413,['diff']
宣,25133,9,A01019,5BA3,宣,9,"announce",47041,[]
媽,25049,13,A00958,5ABD,妈,6,"mom",48622,['diff']
均,24957,7,A00751,5747,均,7,"equalized",36842,[]
派,24951,9,A02196,6D3E,派,9,"dispatch",76750,[]
豬,24947,15,A03917,8C6C,猪,11,"pig",9535,['diff']
濟,24848,17,A02354,6FDF,济,9,"assist",119161,['diff']
架,24796,9,A01896,67B6,架,9,"shelf",40619,[]
享,24727,8,A00064,4EAB,享,8,"enjoy",20830,[]
呆,24715,7,A00521,5446,呆,7,"slow-witted",17746,[]
訓,24678,10,A03792,8A13,训,5,"lecture, train",29911,['diff']
藍,24644,18,A03581,85CD,蓝,13,"blue",22437,['diff']
劃,24630,14,A00373,5283,划,6,"slice, scratch",78648,"['diff', 'many-to-one']"
擔,24548,16,A01688,64D4,担,8,"carry on a shoulder pole",51792,['diff']
努,24544,7,A00385,52AA,努,7,"exert",26564,[]
歉,24532,14,A02060,6B49,歉,14,"apology",5833,[]
紙,24519,10,A03100,7D19,纸,7,"paper",30001,['diff']
貼,24507,12,A03939,8CBC,贴,9,"to stick",14888,['diff']
暗,24382,13,A01812,6697,暗,13,"dark",41881,[]
呼,24343,8,A00552,547C,呼,8,"exhale",40709,[]
罷,24233,15,A03211,7F77,罢,10,"give up",18492,['diff']
巧,24208,5,A01150,5DE7,巧,5,"smart, deft",20964,[]
慧,24112,15,A01425,6167,慧,15,"wisdom",13810,[]
穿,24088,9,A02957,7A7F,穿,9,"wear",45314,[]
詳,24081,13,A03816,8A73,详,8,"detailed",15099,['diff']
雷,24053,13,A04472,96F7,雷,13,"thunder",55226,[]
協,23872,8,A00438,5354,协,6,"cooperate",50123,['diff']
督,23871,13,A02782,7763,督,13,"oversee",34523,[]
顧,23773,21,A04567,9867,顾,10,"look behind",42735,['diff']
臉,23688,17,A03375,81C9,脸,11,"face",65727,['diff']
逢,23680,11,A04148,9022,逢,10,"meet",5632,[]
島,23592,10,A01120,5CF6,岛,7,"island",44056,['diff']
獎,23436,15,A02539,734E,奖,9,"prize",20690,['diff']
游,23431,12,A02249,6E38,游,12,"swim",54262,['many-to-one']
批,23428,7,A01514,6279,批,7,"comment",70580,[]
略,23410,11,A02646,7565,略,11,"plan, outline, summary",53068,[]
短,23341,12,A02820,77ED,短,12,"short",37834,[]
幻,23331,4,A01197,5E7B,幻,4,"illusion, fantasy, mirage",15371,[]
沙,23234,7,A02138,6C99,沙,7,"sand",40573,[]
散,23231,12,A01734,6563,散,12,"disperse",39336,[]
敵,23215,15,A01737,6575,敌,10,"enemy",78620,['diff']
鄉,23208,12,A04217,9109,乡,3,"rural",36025,['diff']
冊,23203,5,A00297,518A,册,5,"booklet",13462,['diff']
輪,23165,15,A04085,8F2A,轮,8,"wheel",25958,['diff']
朝,23108,12,A01850,671D,朝,12,"to face",68380,[]
窗,23081,12,A02964,7A97,窗,12,"window",26978,[]
忍,23037,7,A01312,5FCD,忍,7,"endure",24862,[]
河,22976,8,A02162,6CB3,河,8,"river",69687,[]
藏,22926,18,A03579,85CF,藏,17,"to hide",36704,[]
衝,22907,15,A03705,885D,冲,6,"charge, surge, thoroughfare",53378,"['diff', 'many-to-one']"
混,22888,11,A02233,6DF7,混,11,"mix",24605,[]
唯,22782,11,A00612,552F,唯,11,"only",26041,[]
乾,22743,11,A00044,4E7E,干,3,"dry",120564,"['diff', 'many-to-one', 'one-to-many']"
冠,22729,9,A00304,51A0,冠,9,"crown",10217,[]
熟,22719,15,A02436,719F,熟,15,"cooked",29271,[]
鷹,22697,24,A04745,9DF9,鹰,18,"eagle",7890,['diff']
蛋,22656,11,A03630,86CB,蛋,11,"egg",16305,[]
尊,22568,12,A01064,5C0A,尊,12,"respect",24662,[]
棄,22563,11,A01944,68C4,弃,7,"abandon",25730,['diff']
敬,22557,13,A01735,656C,敬,12,"respect",21646,[]
季,22542,8,A00994,5B63,季,8,"season",19211,[]
婚,22509,11,A00946,5A5A,婚,11,"marriage",34610,[]
縣,22480,16,A03164,7E23,县,7,"county",38407,['diff']
緊,22470,14,A03135,7DCA,紧,10,"tight",72300,['diff']
伯,22436,7,A00125,4F2F,伯,7,"father's elder brother",42513,[]
申,22385,5,A02635,7533,申,5,"explain",25531,[]
衣,22367,6,A03708,8863,衣,6,"clothing",51134,[]
購,22348,17,A03974,8CFC,购,8,"purchase",26803,['diff']
僅,22327,13,A00229,50C5,仅,4,"only",82729,['diff']
帳,22312,11,A01177,5E33,帐,7,"canopy",11798,['diff']
層,22305,15,A01096,5C64,层,7,"level",53705,['diff']
秋,22281,9,A02918,79CB,秋,9,"autumn",24030,['many-to-one']
猜,22272,11,A02524,731C,猜,11,"guess",11875,[]
偏,22239,11,A00215,504F,偏,11,"slant",21877,[]
鏡,22234,19,A04336,93E1,镜,16,"mirror",20100,['diff']
食,22222,9,A04581,98DF,食,9,"eat",58110,[]
喝,22191,12,A00625,559D,喝,12,"shout; drink",32112,[]
偷,21994,11,A00214,5077,偷,11,"steal, thief",19006,[]
贊,21949,19,A03977,8D0A,赞,16,"praise",22909,"['diff', 'many-to-one']"
犯,21825,5,A02508,72AF,犯,5,"encroach, break (a law)",47098,[]
勇,21693,9,A00388,52C7,勇,9,"brave",21819,[]
顆,21646,17,A04558,9846,颗,14,"counter for round things",14987,['diff']
姓,21573,8,A00909,59D3,姓,8,"surname",24142,[]
束,21572,7,A01863,675F,束,7,"bind",31370,[]
淡,21570,11,A02219,6DE1,淡,11,"tasteless",18779,[]
詩,21528,13,A03818,8A69,诗,8,"poem",36762,['diff']
嘉,21507,14,A00668,5609,嘉,14,"commend",8576,[]
曉,21478,16,A01823,66C9,晓,10,"dawn",17316,['diff']
借,21435,10,A00180,501F,借,10,"borrow",32027,['many-to-one']
徒,21432,10,A01288,5F92,徒,10,"walk",27812,[]
洲,21420,9,A02186,6D32,洲,9,"continent",53429,[]
擁,21343,16,A01677,64C1,拥,8,"own",27833,['diff']
序,21328,7,A01201,5E8F,序,7,"rank",41129,[]
慶,21321,15,A01424,6176,庆,6,"celebrate",19487,['diff']
績,21319,17,A03166,7E3E,绩,11,"spin",12789,['diff']
祝,21276,10,A02891,795D,祝,9,"congratulate",11144,[]
獅,21193,13,A02534,7345,狮,9,"lion",5456,['diff']
圍,21140,12,A00735,570D,围,7,"surround",69641,['diff']
餘,21111,15,A04600,9918,余,7,"leftover",50601,"['diff', 'many-to-one']"
私,21082,7,A02912,79C1,私,7,"private",29700,[]
鬥,21013,10,A04678,9B25,斗,4,"fight",69456,"['diff', 'many-to-one']"
柔,21005,9,A01893,67D4,柔,9,"soft",12389,[]
漂,20978,14,A02307,6F02,漂,14,"float around",12488,[]
富,20968,12,A01039,5BCC,富,12,"wealth",50273,[]
秀,20948,7,A02913,79C0,秀,7,"pretty",24620,[]
範,20868,15,A03019,7BC4,范,8,"model",53033,"['diff', 'many-to-one']"
避,20858,17,A04189,907F,避,16,"evade",31731,[]
輝,20777,15,A04080,8F1D,辉,12,"glorious",11518,['diff']
譯,20748,20,A03892,8B6F,译,7,"translate",22170,['diff']
孤,20746,8,A00993,5B64,孤,8,"orphan",17817,[]
笨,20700,11,A02991,7B28,笨,11,"stupid, clumsy",4712,[]
括,20687,9,A01565,62EC,括,9,"include",40519,[]
吸,20676,7,A00531,5438,吸,6,"inhale",35891,[]
端,20659,14,A02982,7AEF,端,14,"endpoint",36233,[]
移,20647,11,A02925,79FB,移,11,"move, change",38349,[]
廳,20640,25,A01234,5EF3,厅,4,"hall, central room",20989,['diff']
蓋,20590,14,A03541,84CB,盖,11,"cover",28310,['diff']
末,20573,5,A01857,672B,末,5,"last",23526,[]
察,20535,14,A01050,5BDF,察,14,"inspect",71894,[]
抗,20511,7,A01505,6297,抗,7,"resist",47342,[]
揮,20429,12,A01628,63EE,挥,9,"to wave",49702,['diff']
乖,20396,8,A00036,4E56,乖,8,"well-behaved",3828,[]
積,20369,16,A02944,7A4D,积,10,"accumulate",50720,['diff']
插,20356,12,A01622,63D2,插,12,"insert",13938,[]
驚,20303,23,A04650,9A5A,惊,11,"frighten",59724,['diff']
忠,20273,8,A01316,5FE0,忠,8,"loyal",18021,[]
愈,20254,13,A01407,6108,愈,13,"more and more",18540,['many-to-one']
雪,20246,11,A04469,96EA,雪,11,"snow",30997,[]
巨,20242,5,A01149,5DE8,巨,4,"large",36351,[]
瑞,20193,13,A02588,745E,瑞,13,"jade implement",17869,[]
凡,20171,3,A00023,51E1,凡,3,"all, any,  every",30533,[]
朱,20145,6,A01861,6731,朱,6,"deep red",25195,['many-to-one']
籃,20137,20,A03047,7C43,篮,16,"basket",4490,['diff']
丟,20121,6,A00017,4E1F,丢,6,"lose",11285,['diff']
盤,20111,15,A02752,76E4,盘,11,"plate",28582,['diff']
偶,20103,11,A00209,5076,偶,11,"accidentally, idol",17246,[]
港,20031,12,A02248,6E2F,港,12,"harbour",35577,[]
宮,19968,10,A01028,5BAE,宫,9,"palace",32179,['diff']
帥,19869,9,A01172,5E25,帅,5,"commander",8249,['diff']
宏,19842,7,A01012,5B8F,宏,7,"grand",9134,[]
雅,19823,12,A04452,96C5,雅,12,"graceful",24527,[]
貨,19754,11,A03935,8CA8,货,8,"goods",42602,['diff']
醒,19742,16,A04244,9192,醒,16,"wake up",26899,[]
虛,19729,12,A03609,865B,虚,11,"empty, false",27076,['diff']
遺,19703,16,A04188,907A,遗,12,"abandon",37619,['diff']
掛,19689,11,A01600,639B,挂,9,"hang",20706,['diff']
透,19668,11,A04147,900F,透,10,"thorough",26836,[]
爆,19616,19,A02461,7206,爆,19,"explode",20340,[]
烈,19529,10,A02406,70C8,烈,10,"harsh",43751,[]
滅,19510,13,A02285,6EC5,灭,5,"extinguish",34135,['diff']
拍,19462,8,A01543,62CD,拍,8,"clap",23483,[]
材,19462,7,A01866,6750,材,7,"material",34237,[]
休,19366,6,A00095,4F11,休,6,"rest",26539,[]
誌,19351,14,A03832,8A8C,志,7,"records",75904,"['diff', 'many-to-one']"
圓,19328,13,A00737,5713,圆,10,"circle",24267,['diff']
銀,19166,14,A04290,9280,银,11,"silver",47955,['diff']
互,19113,4,A00053,4E92,互,4,"mutually, reciprocally",42579,[]
飯,19113,12,A04585,98EF,饭,7,"meal",35076,['diff']
掌,19080,12,A01615,638C,掌,12,"palm (hand)",37729,[]
豪,19043,14,A03916,8C6A,豪,14,"talented person",13680,[]
替,19015,12,A01839,66FF,替,12,"replace",26687,[]
挑,18981,9,A01568,6311,挑,9,"choose",18417,[]
頂,18957,11,A04537,9802,顶,8,"summit",31318,['diff']
熊,18879,14,A02434,718A,熊,14,"bear (animal)",9788,[]
累,18845,11,A03112,7D2F,累,11,"accumulate",18017,[]
址,18844,7,A00749,5740,址,7,"location",8541,[]
健,18841,11,A00208,5065,健,10,"healthy",32399,[]
雞,18754,18,A04465,96DE,鸡,7,"chicken",16164,['diff']
困,18744,7,A00729,56F0,困,7,"trapped",39172,['many-to-one']
輔,18716,14,A04076,8F14,辅,11,"assist",6782,['diff']
伴,18685,7,A00109,4F34,伴,7,"accompany",18678,[]
玉,18649,5,A02553,7389,玉,5,"jade",31279,[]
洗,18637,9,A02193,6D17,洗,9,"wash",20229,[]
敏,18600,11,A01729,654F,敏,11,"fast, clever",15135,[]
臨,18552,17,A03385,81E8,临,9,"to face",41068,['diff']
街,18525,12,A03702,8857,街,12,"street",25866,[]
降,18470,9,A04414,964D,降,8,"descend",49306,[]
唸,18426,11,A00614,5538,念,8,"read",85953,"['diff', 'many-to-one']"
憐,18408,15,A01435,6190,怜,8,"pity",11848,['diff']
蘇,18405,20,A03597,8607,苏,7,"perilla, wake",68487,"['diff', 'many-to-one']"
米,18398,6,A03056,7C73,米,6,"rice grain",69668,[]
操,18369,16,A01685,64CD,操,16,"grasp",23193,[]
減,18369,12,A02258,6E1B,减,11,"decrease",40011,['diff']
瘋,18284,14,A02694,760B,疯,9,"crazy",12771,['diff']
辛,18232,7,A04101,8F9B,辛,7,"hardship",14713,[]
宇,18185,6,A01006,5B87,宇,6,"house, universe",23891,[]
聚,18174,14,A03273,805A,聚,14,"gather",18458,[]
彼,18061,8,A01281,5F7C,彼,8,"that",20021,[]
採,18061,11,A01606,63A1,采,8,"pick, pluck",68946,"['diff', 'many-to-one']"
屆,18051,8,A01085,5C46,届,8,"measure word for events",13521,['diff']
尼,18042,5,A01078,5C3C,尼,5,"nun",60474,[]
輩,18029,15,A04083,8F29,辈,12,"generation",14384,['diff']
藥,18019,19,A03590,85E5,药,9,"medicine",59090,['diff']
騙,17996,19,A04641,9A19,骗,12,"swindle",13854,['diff']
綠,17990,14,A03134,7DA0,绿,11,"green",26414,['diff']
童,17987,12,A02979,7AE5,童,12,"child",20813,[]
縮,17930,17,A03165,7E2E,缩,14,"shrink",18495,['diff']
符,17927,11,A02994,7B26,符,11,"symbol",21862,[]
獲,17926,17,A02543,7372,获,10,"quarry",55064,"['diff', 'many-to-one']"
默,17823,16,A04773,9ED8,默,16,"silent",29432,[]
碰,17737,13,A02843,78B0,碰,13,"bump",16919,[]
郎,17737,9,A04209,90CE,郎,8,"young man",14845,[]
禁,17702,13,A02899,7981,禁,13,"forbid",31951,[]
婆,17697,11,A00947,5A46,婆,11,"grandmother",17603,[]
股,17617,8,A03302,80A1,股,8,"thigh",61861,[]
抽,17572,8,A01538,62BD,抽,8,"pull out from between",22937,[]
砍,17552,9,A02828,780D,砍,9,"chop",5418,[]
恨,17543,9,A01337,6068,恨,9,"hatred",18702,[]
肯,17482,8,A03307,80AF,肯,8,"willing",39813,[]
刊,17481,5,A00334,520A,刊,5,"publish",20458,[]
泡,17478,8,A02180,6CE1,泡,8,"measure word for excreta",7046,[]
漸,17443,14,A02313,6F38,渐,11,"gradually",39010,['diff']
鋼,17392,16,A04312,92FC,钢,9,"steel",11738,['diff']
廢,17356,15,A01226,5EE2,废,8,"waste",16754,['diff']
淚,17323,11,A02239,6DDA,泪,8,"tear (from the eyes)",19411,['diff']
贏,17237,20,A03978,8D0F,赢,17,"win",8657,['diff']
歐,17225,15,A02062,6B50,欧,8,"Europe",42504,['diff']
財,17159,10,A03930,8CA1,财,7,"money",56037,['diff']
訂,17148,9,A03783,8A02,订,4,"arrange",22991,['diff']
途,17088,11,A04151,9014,途,10,"route",26485,[]
觸,17008,20,A03780,89F8,触,13,"touch",21719,['diff']
賢,17005,15,A03967,8CE2,贤,8,"sage",7713,['diff']
傑,16986,12,A00221,5091,杰,8,"outstanding",24796,"['diff', 'many-to-one']"
脫,16953,11,A03334,812B,脱,11,"take off",34548,['diff']
箱,16885,15,A03018,7BB1,箱,15,"box",14913,[]
仙,16789,5,A00086,4ED9,仙,5,"immortal being",20051,['many-to-one']
冰,16718,6,A00309,51B0,冰,6,"ice",27201,[]
析,16630,8,A01887,6790,析,8,"break down",27019,[]
蒼,16589,14,A03546,84BC,苍,7,"deep blue, deep green, gray",10027,['diff']
厭,16578,14,A00464,53AD,厌,6,"dislike",11376,['diff']
籍,16527,20,A03048,7C4D,籍,20,"record",12205,[]
堅,16523,11,A00776,5805,坚,7,"hard",48749,['diff']
哭,16491,10,A00593,54ED,哭,10,"cry",21444,[]
夏,16486,10,A00837,590F,夏,10,"summer",24888,[]
懶,16450,19,A01458,61F6,懒,16,"lazy",5307,['diff']
橋,16382,16,A02028,6A4B,桥,10,"bridge",18815,['diff']
穩,16347,19,A02952,7A69,稳,14,"stable",28031,['diff']
露,16329,21,A04493,9732,露,21,"dew, expose",40954,[]
詢,16292,13,A03827,8A62,询,8,"inquire",11643,['diff']
森,16213,12,A01960,68EE,森,12,"verdant",29533,[]
絲,16204,12,A03120,7D72,丝,5,"silk",29585,['diff']
塵,16193,14,A00804,5875,尘,6,"dust",10137,['diff']
慣,16178,14,A01420,6163,惯,11,"habit, custom",20880,['diff']
濤,16177,17,A02357,6FE4,涛,10,"wave",6611,['diff']
誼,16173,15,A03844,8ABC,谊,10,"friendship",5902,['diff']
佔,16103,7,A00119,4F54,占,5,"occupy",49980,"['diff', 'many-to-one']"
茶,16063,10,A03475,8336,茶,9,"tea",19404,[]
賴,16057,16,A03971,8CF4,赖,13,"rely",17123,['diff']
階,16038,12,A04430,968E,阶,6,"steps",49058,['diff']
豐,16033,18,A03910,8C50,丰,4,"abundant",22439,"['diff', 'many-to-one']"
貝,15970,7,A03927,8C9D,贝,4,"seashell",24675,['diff']
暑,15910,12,A01810,6691,暑,12,"hot weather",2697,[]
郵,15910,12,A04216,90F5,邮,7,"mail",11137,['diff']
危,15900,6,A00451,5371,危,6,"danger",42080,[]
寒,15884,12,A01038,5BD2,寒,12,"cold",18684,[]
械,15832,11,A01942,68B0,械,11,"weapon, tool",11060,[]
隱,15820,17,A04446,96B1,隐,11,"hide",29294,['diff']
爸,15817,8,A02472,7238,爸,8,"dad",28526,[]
汽,15769,7,A02152,6C7D,汽,7,"steam",22098,[]
慘,15736,14,A01423,6158,惨,11,"cruel",13314,['diff']
旅,15733,10,A01763,65C5,旅,10,"journey",34384,[]
村,15667,7,A01867,6751,村,7,"village",52603,[]
予,15645,4,A00047,4E88,予,4,"give",35757,[]
振,15639,10,A01574,632F,振,10,"shake",24469,[]
亡,15636,3,A00059,4EA1,亡,3,"death",33917,[]
瓶,15600,11,A02615,74F6,瓶,10,"bottle",10361,[]
遭,15597,15,A04181,906D,遭,14,"meet with (misfortune)",28642,[]
哲,15596,10,A00588,54F2,哲,10,"philosophy",25353,[]
零,15588,13,A04475,96F6,零,13,"zero",17675,[]
納,15556,10,A03099,7D0D,纳,7,"accept",55597,['diff']
珍,15526,9,A02563,73CD,珍,9,"precious",18144,[]
乃,15520,2,A00026,4E43,乃,2,"then",23520,['many-to-one']
席,15504,10,A01173,5E2D,席,10,"seat",37579,['many-to-one']
鄭,15451,15,A04221,912D,郑,8,"Zheng (a surname); Zhengzhou",24716,['diff']
吹,15424,7,A00529,5439,吹,7,"blow",16180,[]
骨,15411,10,A04657,9AA8,骨,9,"bone",29180,[]
煙,15409,13,A02420,7159,烟,10,"smoke",33137,"['diff', 'many-to-one']"
胡,15405,9,A03314,80E1,胡,9,"anyhow",43199,['many-to-one']
倫,15400,10,A00198,502B,伦,6,"human relations",32822,['diff']
洪,15396,9,A02187,6D2A,洪,9,"flood",17526,[]
搖,15391,13,A01647,6416,摇,13,"sway",34635,['diff']
娘,15363,10,A00927,5A18,娘,10,"woman",38274,[]
芳,15327,8,A03432,82B3,芳,7,"fragrance",12015,[]
索,15309,10,A03093,7D22,索,10,"rope",43365,[]
峰,15287,10,A01119,5CF0,峰,10,"peak",14424,[]
織,15287,18,A03176,7E54,织,8,"weave",69482,['diff']
惠,15241,12,A01385,60E0,惠,12,"favour",13492,[]
杯,15229,8,A01882,676F,杯,8,"cup",16068,['many-to-one']
浮,15229,10,A02210,6D6E,浮,10,"float",14717,[]
狼,15194,10,A02519,72FC,狼,10,"wolf",10295,[]
隔,15125,13,A04438,9694,隔,12,"separate",18056,[]
租,15048,10,A02922,79DF,租,10,"rent",16052,[]
尾,15029,7,A01082,5C3E,尾,7,"tail",19076,[]
忽,15002,8,A01317,5FFD,忽,8,"overlook",36378,[]
複,14979,14,A03744,8907,复,9,"complex",98822,"['diff', 'many-to-one']"
莊,14938,11,A03488,838A,庄,6,"solemn, village, villa",29679,['diff']
款,14902,12,A02056,6B3E,款,12,"funds",43087,[]
菜,14828,12,A03517,83DC,菜,11,"vegatable",19516,[]
副,14767,11,A00365,526F,副,11,"assist",47520,[]
企,14761,6,A00103,4F01,企,6,"tiptoe, look forward to",93453,[]
折,14728,7,A01518,6298,折,7,"bend, lose",24737,['many-to-one']
擾,14681,18,A01699,64FE,扰,7,"disturb",14252,['diff']
揚,14672,12,A01634,63DA,扬,6,"raise, show",26509,"['diff', 'many-to-one']"
鼠,14641,13,A04789,9F20,鼠,13,"mouse",10476,[]
冒,14607,9,A00299,5192,冒,9,"emanate",20917,[]
鼓,14563,13,A04786,9F13,鼓,13,"drum",25016,[]
刺,14544,8,A00347,523A,刺,8,"prick",27891,[]
針,14445,10,A04263,91DD,针,7,"needle",25384,['diff']
霸,14399,21,A04491,9738,霸,21,"hegemon",8639,[]
暫,14391,15,A01820,66AB,暂,12,"temporary",17968,['diff']
伊,14371,6,A00091,4F0A,伊,6,"he, she, a surname",47619,[]
沉,14364,7,A02141,6C89,沉,7,"sink",48772,['many-to-one']
嘴,14356,15,A00694,5634,嘴,16,"mouth",30765,[]
庫,14348,10,A01211,5EAB,库,7,"store",25924,['diff']
悔,14321,10,A01357,6094,悔,10,"regret",8485,[]
陰,14299,11,A04425,9670,阴,6,"dark, negative, Yin",31936,['diff']
倚,14270,10,A00181,501A,倚,10,"lean (on)",3149,[]
探,14221,11,A01590,63A2,探,11,"search",36230,[]
祖,14208,10,A02889,7956,祖,9,"ancestor",29644,[]
摩,14122,15,A01658,6469,摩,15,"rub",23645,[]
距,14075,12,A04005,8DDD,距,11,"distance",21970,[]
剩,14066,12,A00369,5269,剩,12,"remain",14996,[]
遍,14043,13,A04168,904D,遍,12,"everywhere",30545,[]
蟲,14031,18,A03683,87F2,虫,6,"bug, insect",18909,['diff']
燒,14030,16,A02443,71D2,烧,10,"burn",22078,['diff']
頁,14018,9,A04536,9801,页,6,"page",24861,['diff']
隆,13987,12,A04434,9686,隆,11,"abundant",15979,[]
弱,13963,10,A01256,5F31,弱,10,"weak",29129,[]
豆,13896,7,A03905,8C46,豆,7,"bean",9179,[]
延,13893,8,A01236,5EF6,延,6,"extend",25768,[]
握,13849,12,A01625,63E1,握,12,"to hold",29418,[]
寧,13818,14,A01043,5BE7,宁,5,"tranquil",30001,['diff']
盟,13792,13,A02749,76DF,盟,13,"league",23581,[]
覆,13711,18,A03765,8986,覆,18,"overturn",8795,[]
憲,13709,16,A01442,61B2,宪,9,"constitution",14251,['diff']
耐,13694,9,A03256,8010,耐,9,"tolerate",15629,[]
愁,13655,13,A01406,6101,愁,13,"worry",6135,[]
丁,13648,2,A00002,4E01,丁,2,"fourth",23479,[]
撥,13638,15,A01666,64A5,拨,8,"stir",9047,['diff']
沈,13634,7,A02140,6C88,沈,7,"Shen (a surname)",10628,"['many-to-one', 'one-to-many']"
沈,13634,7,A02140,6C88,沉,7,"sink",48772,"['diff', 'many-to-one', 'one-to-many']"
髮,13606,15,A04669,9AEE,发,5,"hair (human and on the head)",572904,"['diff', 'many-to-one']"
哀,13603,9,A00564,54C0,哀,9,"sad",9693,[]
龜,13579,16,A04808,9F9C,龟,7,"tortoise",4265,['diff']
眉,13561,9,A02763,7709,眉,9,"eyebrow",14763,[]
固,13557,8,A00731,56FA,固,8,"firm",37582,[]
卷,13551,8,A00454,5377,卷,8,"roller",30343,['many-to-one']
閒,13450,12,A04379,9592,闲,7,"idle",13316,"['diff', 'many-to-one']"
稍,13420,12,A02926,7A0D,稍,12,"slight",16855,[]
殘,13412,12,A02083,6B98,残,9,"injured",24030,['diff']
搭,13371,13,A01639,642D,搭,12,"to set up",8626,[]
京,13353,8,A00065,4EAC,京,8,"capital city",71245,[]
傻,13350,13,A00233,50BB,傻,13,"silly",7167,[]
耳,13349,6,A03264,8033,耳,6,"ear",37939,[]
映,13347,9,A01789,6620,映,9,"reflect",18102,[]
